Date,ASIANPAINT.NS,BHARTIARTL.NS,HDFCBANK.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NTPC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TATASTEEL.NS,TCS.NS,ULTRACEMCO.NS
2015-01-02,0.03457261517456245,0.005924678564170893,0.013917359670217344,0.010413304969410397,-0.0032960920728445364,0.02838488348737478,0.01965138449834236,0.003132295593115453,0.01028917164254084,0.02109178374254217,-0.010023871768703674,0.005642447523237282,0.013689044213106571,0.012035013825557161,-0.0026464921594383517,0.003980688095921003,0.004925993868779788,0.015576892698392797,0.01331704438643655,0.029896885545546592
2015-01-05,-6.455240034586307e-05,-0.02218884640574248,-0.008442950017017559,-0.020299715647697947,0.005754141067657592,0.0020700810841978168,-0.008593188404134255,0.0039369197317493665,-0.004010745446427766,0.013912089460169641,-0.005062572212091276,0.02625307053574799,-0.0027700793976060956,0.0010812392283634509,-0.010953817260674903,-0.007930031217504796,0.0006051184186497416,0.014485625478409814,-0.015196829718410187,0.002042104897415742
2015-01-06,-0.023870898681290886,-0.007844255014516355,-0.015567122531529032,-0.021995868716328193,0.018939952491052958,-0.042418520108255975,-0.020892948942119238,-0.02569298550979837,-0.011923082463544898,-0.03335460977380167,-0.005580823725552464,-0.015241461440308246,-0.03333328862735463,-0.0223181111557198,-0.04538442097411255,-0.04108736090448539,-0.022013976070489494,-0.048476154452963605,-0.03686640766552607,-0.028059875417446256
2015-01-07,0.020092395342260705,0.002399911441016922,0.002918706211470834,-0.029334880456238555,0.03511019967760021,-0.02703850815937847,0.0047845103148767,-0.018598073826129102,0.0161026463117786,-0.002393579642928856,0.010316507594009927,0.012517527162801079,0.02406590991120261,0.01435927094159517,0.02176769145432611,0.0008336617578674765,0.0015458302213280373,-0.01916772492840446,-0.011812236938197995,-0.003950162738906915
2015-01-08,0.06304262427141816,0.017324145359046916,0.02100523458370218,0.0245131255214337,0.018892503103314473,0.027198714663577706,0.005042009929898672,0.025031643930589542,0.05438462262148569,0.00636455033585559,0.010987014202380685,0.010980861775325979,0.01683608068622111,0.004355876146739268,-0.014339373674163047,0.015658926755310665,0.01111388834999083,0.015556739992963253,0.010795442767463914,0.025337459947824215
2015-01-09,-0.009568928693028944,-0.014813921124727125,0.011193376298861413,0.016060273383965873,0.05819734398179999,-0.016117270775561576,0.05117935394392492,-0.015176689887147932,0.015141790719981785,-0.006489884975604987,0.00048487097858762596,-0.0021003497664380255,-0.03242474829970432,0.0007226988399606782,0.021673264717237295,-0.005412733970888262,0.01373953697831376,0.011900196625800996,0.028030264115181502,0.0006967338833523407
2015-01-12,-0.005846171135407419,-0.01925226171617478,-0.008814566285212488,-0.02516117134862239,0.03701135058828675,0.013748679162896682,0.02000516718389611,0.0026618750581957062,0.0073844955796420475,0.022629604447536256,-0.004199481020938589,-0.0015281071119574996,-0.0017825780073368325,-0.014084665275584718,-0.011623882943466834,0.01286302636912362,0.006325140580147881,-0.00725626337511176,-0.0010352931458925685,-0.010643354858547949
2015-01-13,0.032311804440394054,-0.007594310020512696,-0.0038260178351142704,0.0039708019015194385,-0.013439717851427724,-0.01630372963882576,-0.012783733366536043,0.006287751094590899,0.016010264464244583,-0.009581554882334142,0.012814168399172932,0.0015448824845789577,-0.007500138196224415,-0.004761691534383661,-0.008408675372458485,-0.006512590258751172,-0.0026340103253205127,-0.013232404874836345,-0.004701544558063819,0.04377285042703938
2015-01-14,0.010553450920146368,-0.001443849789587448,0.0005708709465430672,-0.06295320754008016,0.04465564299198066,-0.011733533112576744,0.019029036064951654,-0.03415728924821593,-0.0012562082339222513,-0.0009873369367059404,-0.009489223359106402,0.013767728560196923,-0.00863609093157336,0.0014721581654868476,-0.009725367502934179,-0.0013109193354490234,-0.01494390081483743,-0.0374203918065551,0.009628016270962991,0.032056035025770147
2015-01-15,-0.003916194539622775,0.010266198400184168,0.03034546055801024,-0.0017588944877792168,-0.0027055558246378286,0.047343394485090284,0.0026308818093370157,0.02903951340641675,0.006612850090029321,0.03669330411648808,0.0332673893056008,0.03122850538466082,0.010526452830150967,0.05071656777874045,0.035091887243067,0.051197768363119955,0.006397344781087666,0.02096346891726042,0.006800416443763835,0.05988604571952827
